invoice_id,vendor,category,invoice_date,due_date,payment_terms,amount,tax_amount,label
INV-00405,Crestline IT Services,Marketing,2026-01-25,2026-02-09,Net 30,1633.18,293.97,Valid
INV-01302,Crestline IT Services,IT Services,2025-01-26,2025-03-12,Net 15,,204.88,Missing Info
INV-00933,Delta Print Solutions,Consulting,2026-01-16,2026-03-17,Net 45,729.18,87.5,Valid
INV-00991,Apex Office Supplies,Security,2025-06-21,2025-08-20,Net 45,7650.04,344.48,Amount Anomaly
INV-00105,Horizon Software Inc,Software License,2025-09-07,2025-11-06,Net 45,1498.87,269.8,Valid
INV-00610,Greenfield Consulting,Logistics,2026-04-14,2026-05-14,Net 15,4118.88,494.27,Valid
INV-01111,Delta Print Solutions,,2026-06-23,2026-07-08,Net 15,975.13,117.02,Missing Info
INV-00689,Delta Print Solutions,Logistics,2026-03-22,2026-04-06,Net 15,10.0,1.8,Valid
INV-00988,Falcon Freight Co,Logistics,2025-03-28,2025-04-27,Net 60,88.71,15.97,Valid
INV-00931,Ironclad Security,IT Services,2025-06-19,2025-08-18,Net 45,1156.17,57.81,Valid
INV-00063,Falcon Freight Co,Facilities,2025-10-13,2025-10-28,Net 60,664.11,79.69,Valid
INV-00282,Delta Print Solutions,Security,2025-05-06,2025-06-05,Net 30,978.43,48.92,Valid
INV-00779,Horizon Software Inc,Security,2025-01-10,2025-02-09,Net 30,2726.06,128.56,Amount Anomaly
INV-01011,Junction Marketing Group,Software License,2025-01-04,2025-03-05,Net 60,2455.3,294.64,Valid
INV-00239,Ironclad Security,Marketing,2026-01-06,2026-01-21,Net 30,1159.04,139.08,Valid
INV-00224,Delta Print Solutions,Consulting,2025-04-16,2025-05-16,Net 30,1363.47,163.62,Valid
INV-00146,Greenfield Consulting,Marketing,2025-07-15,2025-08-14,Net 60,4441.69,222.08,Valid
INV-01485,Junction Marketing Group,Software License,2025-06-20,2025-08-18,Net 45,2578.61,128.93,Duplicate
INV-00374,Delta Print Solutions,IT Services,2025-09-19,2025-10-19,Net 60,353.9,42.47,Valid
INV-01227,Ironclad Security,Software License,2025-07-24,2025-09-22,Net 60,1597.25,191.67,Valid
INV-00119,Horizon Software Inc,,2026-03-28,2026-05-12,Net 45,1108.23,55.41,Missing Info
INV-01126,Bluewave Logistics,IT Services,2025-11-18,2025-12-03,Net 30,4508.05,540.97,Valid
INV-00251,Ironclad Security,IT Services,2026-01-18,2026-02-17,Net 45,2631.96,315.84,Valid
INV-01443,Delta Print Solutions,IT Services,2025-01-08,2025-01-18,Net 15,568.75,102.38,Duplicate
INV-01492,Falcon Freight Co,Security,2025-01-14,2025-03-13,Net 45,373.67,44.84,Duplicate
INV-00010,Everline Facilities,Facilities,2026-04-10,2026-05-25,Net 45,3271.09,163.55,Valid
INV-00450,Greenfield Consulting,Security,2026-05-19,2026-07-18,Net 60,4191.05,754.39,Valid
INV-00882,Ironclad Security,Logistics,2025-05-15,2025-06-14,Net 30,1937.65,348.78,Valid
INV-00709,Falcon Freight Co,IT Services,2025-11-09,2026-01-08,Net 30,725.72,130.63,Valid
INV-00256,Everline Facilities,Software License,2025-05-05,2025-05-20,Net 60,2349.75,117.49,Valid
INV-00594,Delta Print Solutions,Marketing,2025-09-16,2025-10-31,Net 60,1818.07,327.25,Valid
INV-00390,Apex Office Supplies,Marketing,2025-01-18,2025-03-04,Net 15,2662.22,479.2,Valid
INV-01059,Crestline IT Services,Office Supplies,2026-01-15,2026-03-16,Net 15,1410.5,253.89,Valid
INV-01199,Delta Print Solutions,Consulting,2025-08-09,2025-09-23,Net 60,553.05,99.55,Valid
INV-00558,Junction Marketing Group,Logistics,2026-05-10,2026-05-25,Net 60,2377.18,285.26,Valid
INV-01286,Bluewave Logistics,Logistics,2025-04-05,2025-04-20,Net 60,4308.9,517.07,Valid
INV-00839,Apex Office Supplies,IT Services,2025-09-30,2025-10-15,Net 45,3272.83,589.11,Valid
INV-00461,Delta Print Solutions,Software License,2025-05-30,,Net 60,1168.61,58.43,Missing Info
INV-00724,Crestline IT Services,IT Services,2025-07-11,2025-08-10,Net 30,1414.29,169.71,Valid
INV-01380,Ironclad Security,Marketing,2026-05-10,2026-07-09,Net 60,1955.4,234.65,Valid
INV-00145,Greenfield Consulting,Security,2026-05-10,2026-07-09,Net 30,4003.65,200.18,Valid
INV-00502,Falcon Freight Co,Facilities,2025-10-05,2025-10-20,Net 15,10.0,1.8,Valid
INV-01098,Ironclad Security,Marketing,2026-05-18,2026-06-02,Net 60,2100.74,252.09,Valid
INV-00740,Junction Marketing Group,Office Supplies,2026-06-20,2026-07-05,Net 60,3243.63,583.85,Valid
INV-01383,Junction Marketing Group,IT Services,2025-06-10,2025-07-25,Net 30,2808.51,337.02,Valid
INV-00732,Junction Marketing Group,Software License,2025-03-12,2025-04-11,Net 30,2214.22,265.71,Valid
INV-00540,Horizon Software Inc,Consulting,2025-02-08,2025-02-23,Net 30,1224.15,61.21,Valid
INV-00178,Crestline IT Services,Security,2025-02-16,2025-03-03,Net 15,941.48,112.98,Valid
INV-01445,Crestline IT Services,Marketing,2026-01-26,2026-02-09,Net 30,1633.18,293.97,Duplicate
INV-00698,Crestline IT Services,Logistics,2025-11-02,2025-12-17,Net 15,1285.58,64.28,Valid
INV-00940,Ironclad Security,Marketing,2025-11-16,2025-12-01,Net 30,4265.67,430.42,Amount Anomaly
INV-01049,Crestline IT Services,Logistics,2025-12-18,2026-01-17,Net 30,2880.17,135.15,Amount Anomaly
INV-00875,Crestline IT Services,Office Supplies,2025-07-23,2025-09-21,Net 15,1373.73,247.27,Valid
INV-01439,Bluewave Logistics,Software License,2025-08-08,2025-09-03,Net 15,3062.9,551.32,Duplicate
INV-01491,Delta Print Solutions,Facilities,2025-11-07,2026-01-02,Net 60,10.0,0.5,Duplicate
INV-00008,Junction Marketing Group,IT Services,2026-01-06,2026-02-05,Net 15,2010.83,361.95,Valid
INV-00862,Delta Print Solutions,Facilities,2025-03-15,2025-04-29,Net 15,919.44,110.33,Valid
INV-00668,Apex Office Supplies,Logistics,2025-02-27,2025-03-29,Net 45,2560.05,307.21,Valid
INV-01224,Bluewave Logistics,Software License,2025-01-22,2025-02-21,Net 60,4639.21,231.96,Valid
INV-00358,Greenfield Consulting,Software License,2025-07-04,2025-08-03,Net 45,4484.5,807.21,Valid
INV-00784,Bluewave Logistics,Logistics,2025-12-26,2026-01-25,Net 45,3809.42,685.7,Valid
INV-00736,Ironclad Security,Software License,2026-03-07,2026-04-21,Net 30,1237.41,61.87,Valid
INV-00330,Apex Office Supplies,Security,2025-10-22,2025-11-06,Net 45,2363.06,283.57,Valid
INV-01055,Bluewave Logistics,IT Services,2026-04-09,2026-06-08,Net 15,3769.62,188.48,Valid
INV-01147,Junction Marketing Group,Facilities,2026-01-22,2026-03-08,Net 15,2021.52,242.58,Valid
INV-01117,Apex Office Supplies,Office Supplies,2025-07-21,2025-08-05,Net 60,5.0,171.04,Amount Anomaly
INV-00259,Junction Marketing Group,IT Services,2026-03-03,2026-04-02,Net 45,2145.51,386.19,Valid
INV-01174,Bluewave Logistics,Marketing,2026-05-28,2026-06-12,Net 60,3291.34,592.44,Valid
INV-00373,Horizon Software Inc,Logistics,2025-03-01,2025-04-30,Net 60,1535.27,184.23,Valid
INV-01103,Everline Facilities,Office Supplies,2026-05-03,2026-05-18,Net 45,3324.8,398.98,Valid
INV-00925,Bluewave Logistics,Office Supplies,2025-12-08,2026-01-22,Net 30,3129.42,375.53,Valid
INV-00143,Everline Facilities,Consulting,2025-01-15,2025-03-16,Net 15,2495.42,124.77,Valid
INV-00526,Horizon Software Inc,Software License,2025-02-21,2025-03-23,Net 60,1060.21,190.84,Valid
INV-01312,,Software License,2026-02-27,2026-04-13,Net 15,1171.94,140.63,Missing Info
INV-01007,Crestline IT Services,IT Services,2026-03-18,2026-04-17,Net 60,1196.99,215.46,Valid
INV-01121,Falcon Freight Co,IT Services,2025-06-14,2025-07-14,Net 15,1519.15,273.45,Valid
INV-01422,Apex Office Supplies,IT Services,2025-10-04,2025-10-15,Net 45,3272.83,589.11,Duplicate
INV-00441,Falcon Freight Co,Marketing,2025-07-21,,Net 60,509.26,25.46,Missing Info
INV-00532,,Security,2026-01-03,2026-03-04,Net 45,4195.51,755.19,Missing Info
INV-01200,Crestline IT Services,Marketing,2026-02-23,2026-03-25,Net 45,1463.11,73.16,Valid
INV-00227,Horizon Software Inc,Marketing,2025-03-11,2025-05-10,Net 45,1433.54,172.02,Valid
INV-01036,Ironclad Security,Consulting,2026-06-04,2026-07-04,Net 45,2054.06,246.49,Valid
INV-00229,Horizon Software Inc,Facilities,2026-04-08,2026-04-23,Net 45,1044.08,52.2,Valid
INV-01278,Crestline IT Services,IT Services,2026-06-17,2026-08-01,Net 45,1377.49,68.87,Valid
INV-01296,Crestline IT Services,Facilities,2026-05-16,2026-05-31,Net 15,1373.16,68.66,Valid
INV-00213,Everline Facilities,Consulting,2026-05-14,2026-06-28,Net 60,2778.95,138.95,Valid
INV-00080,Ironclad Security,Software License,2025-11-21,,Net 60,1185.15,213.33,Missing Info
INV-00149,Falcon Freight Co,Consulting,2026-01-22,2026-03-23,Net 30,1343.04,161.16,Valid
INV-00815,Apex Office Supplies,Security,2025-05-05,2025-06-04,Net 30,1156.25,138.75,Valid
INV-01156,Horizon Software Inc,Marketing,2026-05-30,2026-07-14,Net 45,5.0,69.12,Amount Anomaly
INV-01084,Everline Facilities,Logistics,2026-05-01,2026-06-15,Net 60,,614.05,Missing Info
INV-00672,Greenfield Consulting,Facilities,2026-02-01,2026-04-02,Net 15,4152.8,747.5,Valid
INV-01301,Falcon Freight Co,Marketing,2025-02-16,2025-04-17,Net 15,10.0,1.8,Valid
INV-00556,Falcon Freight Co,Facilities,2025-09-25,2025-10-10,Net 30,1898.47,94.92,Valid
INV-00907,Crestline IT Services,Marketing,2025-07-27,2025-08-11,Net 15,1229.9,221.38,Valid
INV-00134,Everline Facilities,Security,2025-02-11,2025-03-13,Net 45,3381.92,405.83,Valid
INV-01108,Everline Facilities,Facilities,2025-10-05,2025-11-19,Net 30,2524.19,126.21,Valid
INV-00824,Apex Office Supplies,IT Services,2025-12-31,2026-01-30,Net 30,6265.69,363.89,Amount Anomaly
INV-00409,Bluewave Logistics,Software License,2025-07-11,2025-09-09,Net 15,4128.96,495.48,Valid
INV-00369,Everline Facilities,Logistics,2025-10-09,2025-10-24,Net 60,2752.84,495.51,Valid
INV-00508,Delta Print Solutions,Office Supplies,2025-12-21,2026-01-05,Net 60,1164.4,139.73,Valid
INV-01180,Everline Facilities,Office Supplies,2025-01-22,2025-02-06,Net 30,3467.39,624.13,Valid
INV-00505,Ironclad Security,Consulting,2026-04-13,2026-04-28,Net 45,1088.93,130.67,Valid
INV-01331,Apex Office Supplies,IT Services,2025-10-15,2025-11-29,Net 45,230.4,11.52,Valid
INV-00348,Everline Facilities,Logistics,2026-01-12,2026-02-11,Net 60,3444.3,172.22,Valid
INV-00387,Bluewave Logistics,Logistics,2025-02-19,2025-03-06,Net 30,3796.69,455.6,Valid
INV-00001,Bluewave Logistics,Consulting,2025-01-26,2025-03-12,Net 30,3268.25,163.41,Valid
INV-00361,Delta Print Solutions,Security,2025-01-04,2025-01-19,Net 60,1377.52,165.3,Valid
INV-00895,Horizon Software Inc,Software License,2025-02-13,2025-03-15,Net 15,1247.92,224.63,Valid
INV-00829,Junction Marketing Group,Logistics,2025-06-14,2025-06-29,Net 60,2494.33,448.98,Valid
INV-01426,Horizon Software Inc,Marketing,2026-03-30,2026-04-10,Net 30,1310.22,65.51,Duplicate
INV-00476,Bluewave Logistics,Logistics,2025-11-17,2026-01-01,Net 60,4562.15,547.46,Valid
INV-01279,Ironclad Security,Office Supplies,2025-12-15,2026-01-14,Net 45,1907.33,95.37,Valid
INV-00058,Falcon Freight Co,Logistics,2026-02-21,2026-03-23,Net 30,1811.39,90.57,Valid
INV-00638,Crestline IT Services,Office Supplies,2025-04-26,2025-05-26,Net 30,970.6,174.71,Valid
INV-01305,Junction Marketing Group,Facilities,2026-03-31,2026-04-15,Net 60,2460.97,442.97,Valid
INV-01053,Junction Marketing Group,Office Supplies,2025-01-06,2025-03-07,Net 60,2301.64,115.08,Valid
INV-00953,Apex Office Supplies,Facilities,2025-03-08,2025-05-07,Net 60,,107.73,Missing Info
INV-00173,Horizon Software Inc,Software License,2025-03-19,2025-04-18,Net 45,1124.82,56.24,Valid
INV-00451,Crestline IT Services,Marketing,2025-03-26,2025-04-10,Net 15,1330.57,66.53,Valid
INV-00126,Apex Office Supplies,Security,2026-02-23,2026-04-24,Net 45,3186.05,573.49,Valid
INV-00980,Falcon Freight Co,Security,2025-01-12,2025-03-13,Net 45,373.67,44.84,Valid
INV-00531,Crestline IT Services,Consulting,2026-03-06,2026-04-05,Net 15,1322.81,238.11,Valid
INV-00858,Greenfield Consulting,Logistics,2025-10-24,2025-12-23,Net 45,2657.91,203.21,Amount Anomaly
INV-00714,Horizon Software Inc,Facilities,2026-05-29,2026-06-13,Net 15,1140.46,136.86,Valid
INV-00091,Greenfield Consulting,Office Supplies,2025-05-19,2025-07-18,Net 45,4714.97,235.75,Valid
INV-01449,Bluewave Logistics,Facilities,2025-04-05,2025-05-18,Net 45,4161.34,749.04,Duplicate
INV-00182,Horizon Software Inc,IT Services,2026-04-01,2026-05-01,Net 45,1353.32,162.4,Valid
INV-00876,Delta Print Solutions,Security,2026-06-27,2026-08-11,Net 60,1119.68,134.36,Valid
INV-01008,Everline Facilities,IT Services,2025-04-16,2025-05-01,Net 45,4481.06,224.05,Valid
INV-00787,Falcon Freight Co,IT Services,2026-03-08,2026-05-07,Net 30,667.5,33.38,Valid
INV-00415,Horizon Software Inc,Consulting,2025-03-20,2025-05-04,Net 60,1047.98,125.76,Valid
INV-00252,Delta Print Solutions,Facilities,2025-01-29,2025-03-15,Net 30,10.0,0.5,Valid
INV-00070,Greenfield Consulting,Software License,2025-10-30,2025-11-29,Net 60,4121.24,206.06,Valid
INV-00804,Delta Print Solutions,Consulting,2025-06-17,2025-08-16,Net 45,1513.95,181.67,Valid
INV-00132,Ironclad Security,Office Supplies,2026-05-21,2026-07-20,Net 60,1252.0,62.6,Valid
INV-00301,Delta Print Solutions,Security,2026-04-23,2026-05-08,Net 30,1243.06,149.17,Valid
INV-01025,Bluewave Logistics,Consulting,2026-05-25,2026-06-24,Net 60,4668.03,233.4,Valid
INV-00327,Delta Print Solutions,Consulting,2025-11-01,2025-12-16,Net 60,934.4,168.19,Valid
INV-01463,Junction Marketing Group,Logistics,2026-01-30,2026-02-26,Net 30,2447.7,293.72,Duplicate
INV-01113,Falcon Freight Co,Facilities,2025-05-23,2025-07-22,Net 30,542.67,97.68,Valid
INV-00500,Horizon Software Inc,Logistics,2026-01-08,2026-03-09,Net 15,1490.73,74.54,Valid
INV-01252,Horizon Software Inc,Marketing,2026-03-23,2026-04-07,Net 30,1111.78,55.59,Valid
INV-00833,Junction Marketing Group,Facilities,2025-10-17,2025-12-01,Net 15,2249.97,270.0,Valid
INV-00365,Junction Marketing Group,Office Supplies,2025-02-04,2025-04-05,Net 30,2188.59,393.95,Valid
INV-00496,Ironclad Security,IT Services,2025-03-07,2025-04-21,Net 60,1845.61,332.21,Valid
INV-01393,Falcon Freight Co,Office Supplies,2026-02-18,2026-04-19,Net 60,341.28,61.43,Valid
INV-00339,Everline Facilities,Security,2026-04-11,2026-06-10,Net 45,3193.69,159.68,Valid
INV-00422,Junction Marketing Group,Security,2025-07-04,2025-07-19,Net 30,2024.39,364.39,Valid
INV-00165,Horizon Software Inc,Facilities,2025-04-20,2025-05-20,Net 45,1461.1,175.33,Valid
INV-00029,Junction Marketing Group,Office Supplies,2025-08-14,2025-08-29,Net 30,1994.49,99.72,Valid
INV-00517,Horizon Software Inc,Facilities,2025-11-18,2026-01-17,Net 30,1303.12,65.16,Valid
INV-00194,Horizon Software Inc,Logistics,2025-03-17,2025-04-01,Net 15,2198.11,263.77,Valid
INV-01282,Horizon Software Inc,Facilities,2025-11-02,2025-11-17,Net 30,1251.92,150.23,Valid
INV-01360,Falcon Freight Co,Consulting,2025-07-20,2025-08-19,Net 15,429.58,77.32,Valid
INV-00946,Crestline IT Services,Office Supplies,2025-01-30,2025-03-31,Net 15,2415.41,266.43,Amount Anomaly
INV-01359,Ironclad Security,Office Supplies,2025-05-29,2025-06-13,Net 60,2556.61,127.83,Valid
INV-00170,Bluewave Logistics,Software License,2025-10-30,2025-12-14,Net 30,4164.58,749.62,Valid
INV-00168,Delta Print Solutions,IT Services,2025-09-14,2025-10-14,Net 15,1102.16,198.39,Valid
INV-00653,Falcon Freight Co,Consulting,2026-04-09,2026-04-24,Net 15,10.0,0.5,Valid
INV-00174,Bluewave Logistics,IT Services,2026-02-09,2026-02-24,Net 60,3007.67,360.92,Valid
INV-00519,Crestline IT Services,Facilities,2025-11-08,2025-11-23,Net 30,1065.72,53.29,Valid
INV-01212,Apex Office Supplies,Security,2025-08-24,2025-09-23,Net 45,2072.9,103.65,Valid
INV-01179,Delta Print Solutions,Security,2025-10-12,2025-11-11,Net 45,10.0,1.2,Valid
INV-00913,Bluewave Logistics,Marketing,2026-03-03,2026-04-02,Net 30,4606.58,230.33,Valid
INV-00492,Bluewave Logistics,Logistics,2026-04-10,2026-04-25,Net 15,3345.51,401.46,Valid
INV-00954,Horizon Software Inc,Logistics,2025-06-24,2025-08-08,Net 15,991.45,118.97,Valid
INV-00074,Bluewave Logistics,Consulting,2025-10-18,2025-12-02,Net 45,4060.39,203.02,Valid
INV-01251,Everline Facilities,Security,2026-03-04,2026-05-03,Net 45,3138.77,156.94,Valid
INV-00588,Delta Print Solutions,Software License,2025-10-08,2025-11-22,Net 15,1718.89,206.27,Valid
INV-00751,Horizon Software Inc,Marketing,2026-03-26,2026-04-10,Net 30,1310.22,65.51,Valid
INV-00658,Junction Marketing Group,Logistics,2025-05-07,2025-07-06,Net 60,2330.89,279.71,Valid
INV-00843,Crestline IT Services,Facilities,2025-07-04,2025-09-02,Net 30,1086.56,195.58,Valid
INV-00235,Falcon Freight Co,Software License,2025-03-09,2025-04-23,Net 45,10.0,0.5,Valid
INV-00733,Bluewave Logistics,Software License,2025-01-17,2025-02-16,Net 30,3476.56,625.78,Valid
INV-00215,Crestline IT Services,IT Services,2025-09-19,2025-11-03,Net 15,1049.29,125.91,Valid
INV-00163,Everline Facilities,Facilities,2025-06-11,2025-06-26,Net 45,3047.37,365.68,Valid
INV-00133,Falcon Freight Co,Consulting,2025-09-14,2025-09-29,Net 15,999.19,49.96,Valid
INV-01104,Crestline IT Services,Security,2025-03-01,2025-03-31,Net 30,1421.88,170.63,Valid
INV-00223,Ironclad Security,Facilities,2025-04-27,2025-05-27,Net 30,1559.82,187.18,Valid
INV-01226,Everline Facilities,IT Services,2025-05-15,2025-06-29,Net 45,3083.75,555.07,Valid
INV-00935,Horizon Software Inc,Logistics,2026-06-03,2026-06-18,Net 30,1263.12,151.57,Valid
INV-00186,Ironclad Security,Facilities,2025-08-01,2025-08-31,Net 30,2131.16,106.56,Valid
INV-00042,Ironclad Security,IT Services,2026-06-28,2026-07-28,Net 30,1724.59,86.23,Valid
INV-00693,Falcon Freight Co,IT Services,2025-01-18,2025-03-19,Net 15,10.0,1.8,Valid
INV-00109,Ironclad Security,Security,2025-09-04,2025-11-03,Net 60,2143.35,385.8,Valid
INV-00039,Greenfield Consulting,Security,2025-01-03,2025-03-04,Net 45,4502.34,540.28,Valid
INV-00569,Ironclad Security,Software License,2025-03-04,2025-05-03,Net 60,,351.73,Missing Info
INV-00994,Greenfield Consulting,Facilities,2025-11-20,2025-12-05,Net 60,4112.91,205.65,Valid
INV-01353,Ironclad Security,IT Services,2025-12-03,2026-01-02,Net 15,1661.93,83.1,Valid
INV-01440,Horizon Software Inc,Security,2025-03-15,2025-04-11,Net 30,1486.87,74.34,Duplicate
INV-00484,Horizon Software Inc,Facilities,2025-03-14,2025-03-29,Net 30,1002.4,120.29,Valid
INV-00469,Horizon Software Inc,Logistics,2025-01-01,2025-03-02,Net 45,1145.47,57.27,Valid
INV-00891,Greenfield Consulting,Consulting,2025-01-16,2025-03-02,Net 30,3907.88,468.95,Valid
INV-00948,Junction Marketing Group,Facilities,2026-04-02,2026-05-17,Net 30,4520.67,319.1,Amount Anomaly
INV-00025,Horizon Software Inc,Security,2025-03-12,2025-04-11,Net 30,1486.87,74.34,Valid
INV-01030,Crestline IT Services,Office Supplies,2025-01-17,2025-03-18,Net 15,1386.94,69.35,Valid
INV-01191,Crestline IT Services,Facilities,2025-09-24,2025-10-24,Net 45,1055.23,189.94,Valid
INV-00069,Everline Facilities,Software License,2026-06-04,2026-07-19,Net 45,2723.44,490.22,Valid
INV-00885,Apex Office Supplies,Marketing,2025-11-23,2026-01-22,Net 60,2467.65,296.12,Valid
INV-01263,Horizon Software Inc,IT Services,2026-04-14,2026-04-29,Net 15,1362.07,68.1,Valid
INV-00367,Crestline IT Services,Facilities,2026-05-31,2026-07-15,Net 45,757.77,37.89,Valid
INV-00506,Junction Marketing Group,Facilities,2025-11-08,2025-12-08,Net 60,2608.86,313.06,Valid
INV-00851,Delta Print Solutions,Software License,2025-09-20,2025-11-04,Net 30,963.29,48.16,Valid
INV-01314,Ironclad Security,Marketing,2026-06-01,2026-07-31,Net 15,2149.45,107.47,Valid
INV-00384,Delta Print Solutions,Facilities,2026-01-24,2026-02-23,Net 45,1635.67,196.28,Valid
INV-00735,Bluewave Logistics,Office Supplies,2026-05-09,2026-06-08,Net 60,3314.76,596.66,Valid
INV-00718,Apex Office Supplies,Security,2025-07-31,2025-09-14,Net 60,882.1,105.85,Valid
INV-01334,Everline Facilities,Consulting,2026-05-28,2026-07-27,Net 30,3071.14,153.56,Valid
INV-00455,Greenfield Consulting,Office Supplies,2025-04-15,2025-05-15,Net 60,4177.6,501.31,Valid
INV-00265,Apex Office Supplies,Consulting,2025-10-28,2025-11-27,Net 15,2272.33,113.62,Valid
INV-00076,Horizon Software Inc,Consulting,2025-03-16,2025-05-15,Net 60,1539.43,184.73,Valid
INV-00915,Falcon Freight Co,IT Services,2026-01-24,2026-02-08,Net 45,160.16,19.22,Valid
INV-00233,Apex Office Supplies,Logistics,2025-09-11,2025-11-10,Net 45,3536.89,424.43,Valid
INV-00445,Everline Facilities,Logistics,2025-04-30,2025-05-30,Net 60,4375.31,525.04,Valid
INV-00396,Bluewave Logistics,Facilities,2026-05-27,2026-07-26,Net 15,3210.21,577.84,Valid
INV-00612,Horizon Software Inc,Logistics,2025-10-08,2025-11-07,Net 60,1289.48,64.47,Valid
INV-00177,Bluewave Logistics,Software License,2026-04-21,2026-06-05,Net 15,3905.1,702.92,Valid
INV-00019,Ironclad Security,IT Services,2025-09-15,2025-09-30,Net 45,2253.49,405.63,Valid
INV-01309,Crestline IT Services,Logistics,2025-07-07,2025-08-21,Net 45,1215.57,60.78,Valid
INV-01056,Greenfield Consulting,Marketing,2025-08-12,2025-09-11,Net 30,4364.6,523.75,Valid
INV-00342,Junction Marketing Group,Facilities,2026-02-20,2026-04-21,Net 15,2356.04,424.09,Valid
INV-01357,Junction Marketing Group,Logistics,2026-03-23,2026-05-07,Net 30,2026.89,243.23,Valid
INV-00880,Crestline IT Services,Consulting,2025-03-31,2025-05-30,Net 60,1337.79,240.8,Valid
INV-00596,Everline Facilities,IT Services,2026-06-18,2026-08-17,Net 15,3171.91,570.94,Valid
INV-00062,Everline Facilities,Consulting,2025-08-22,2025-09-21,Net 60,3026.91,151.35,Valid
INV-01259,Falcon Freight Co,Office Supplies,2025-06-12,2025-07-12,Net 15,1537.56,276.76,Valid
INV-00273,Horizon Software Inc,Facilities,2025-12-26,2026-02-24,Net 60,1382.39,69.12,Valid
INV-01207,Falcon Freight Co,Facilities,2026-04-25,2026-05-25,Net 60,1086.3,54.31,Valid
INV-00873,Bluewave Logistics,Software License,2025-01-20,2025-03-06,Net 30,4100.56,738.1,Valid
INV-01120,Falcon Freight Co,Marketing,2025-01-30,2025-02-14,Net 45,1343.59,67.18,Valid
INV-01405,Delta Print Solutions,Software License,2026-04-17,2026-04-29,Net 30,1031.15,51.56,Duplicate
INV-00279,Greenfield Consulting,IT Services,2025-11-18,2026-01-02,Net 15,4334.76,216.74,Valid
INV-00037,Ironclad Security,Logistics,2025-01-16,2025-01-31,Net 60,1552.74,77.64,Valid
INV-00663,Greenfield Consulting,Facilities,2026-06-09,2026-07-24,Net 30,4478.64,806.16,Valid
INV-01350,Greenfield Consulting,Software License,2026-02-16,2026-03-03,Net 30,4206.58,757.18,Valid
INV-01089,Ironclad Security,Facilities,2026-02-08,2026-03-10,Net 15,2386.98,286.44,Valid
INV-00978,Crestline IT Services,IT Services,2026-06-24,2026-08-08,Net 15,1059.42,127.13,Valid
INV-00739,Junction Marketing Group,Office Supplies,2026-02-23,2026-04-09,Net 15,2155.27,107.76,Valid
INV-00192,Ironclad Security,Office Supplies,2025-11-05,2026-01-04,Net 15,2109.2,379.66,Valid
INV-00920,Junction Marketing Group,Logistics,2026-05-24,2026-07-23,Net 30,2291.2,274.94,Valid
INV-00457,Delta Print Solutions,Logistics,2025-12-26,2026-02-24,Net 30,10.0,0.5,Valid
INV-00676,Apex Office Supplies,Marketing,2026-03-15,2026-04-29,Net 30,3072.9,553.12,Valid
INV-00761,Greenfield Consulting,Software License,2025-08-14,2025-09-13,Net 45,4065.2,487.82,Valid
INV-01351,Junction Marketing Group,Security,2025-01-11,2025-03-12,Net 60,2435.46,292.26,Valid
INV-00729,Everline Facilities,Security,2025-03-29,2025-04-28,Net 60,3513.36,421.6,Valid
INV-00413,Crestline IT Services,Security,2025-10-03,2025-11-17,Net 30,1423.5,170.82,Valid
INV-00826,Delta Print Solutions,Logistics,2025-01-22,2025-03-23,Net 45,1238.02,148.56,Valid
INV-00617,Crestline IT Services,Marketing,2025-04-16,2025-06-15,Net 30,1169.03,210.43,Valid
INV-00115,Junction Marketing Group,Consulting,2026-06-22,2026-08-06,Net 45,1972.57,98.63,Valid
INV-00418,Horizon Software Inc,Logistics,2025-12-09,2026-02-07,Net 45,1482.09,266.78,Valid
INV-01427,Falcon Freight Co,Consulting,2025-02-14,2025-03-27,Net 15,564.72,28.24,Duplicate
INV-00970,Crestline IT Services,Software License,2025-07-12,2025-09-10,Net 30,959.76,115.17,Valid
INV-00605,Falcon Freight Co,Consulting,2025-04-02,2025-05-02,Net 45,10.0,1.2,Valid
INV-01433,Apex Office Supplies,Security,2026-03-19,2026-03-29,Net 30,2775.53,333.06,Duplicate
INV-00090,Horizon Software Inc,Office Supplies,2025-05-11,2025-05-26,Net 15,1410.49,169.26,Valid
INV-00849,Apex Office Supplies,Office Supplies,2025-10-10,2025-11-09,Net 60,1716.34,85.82,Valid
INV-01243,Apex Office Supplies,Logistics,2025-08-03,2025-10-02,Net 30,1645.74,296.23,Valid
INV-01432,Ironclad Security,Facilities,2025-12-12,2026-02-08,Net 45,1777.33,319.92,Duplicate
INV-00754,Greenfield Consulting,Consulting,2025-12-28,2026-02-26,Net 15,4696.63,563.6,Valid
INV-00499,Ironclad Security,Consulting,2025-01-03,2025-01-18,Net 15,1599.55,79.98,Valid
INV-00012,Crestline IT Services,Consulting,2026-04-19,2026-06-18,Net 45,1280.68,153.68,Valid
INV-00397,Ironclad Security,Security,2025-02-13,2025-03-15,Net 45,1152.15,57.61,Valid
INV-00285,Ironclad Security,Logistics,2025-08-18,2025-09-02,Net 30,1481.68,74.08,Valid
INV-00691,Crestline IT Services,Consulting,2025-09-15,2025-09-30,Net 45,934.22,168.16,Valid
INV-01229,Greenfield Consulting,Facilities,2026-03-13,2026-03-28,Net 60,4084.56,204.23,Valid
